,Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,gameid
1063,473,MIN,0,0,0,0,0,0,0,0,,14,35,1,9,8,6,35,0,13,0,0,55
1064,477,MIN,0,0,0,0,0,0,0,0,,2,5,0,3,1,1,8,0,8,0,0,55
1065,472,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,108,0,39,1,1,55
1066,479,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,35,0,16,0,0,55
1067,471,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,14,0,8,0,0,55
1068,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,55
1069,462,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,10,0,4,0,0,55
1070,465,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,6,0,6,0,0,55
1071,475,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,55
1072,126,CHI,22,30,195,1,0,1,7,37,101.4,5,4,0,4,0,0,0,0,0,0,0,55
1073,132,CHI,2,3,9,0,0,0,0,6,70.1,0,0,0,0,0,0,0,0,0,0,0,55
1074,120,CHI,0,0,0,0,0,0,0,0,,21,53,0,7,5,3,14,0,10,0,0,55
1075,138,CHI,0,0,0,0,0,0,0,0,,5,11,0,6,5,2,7,1,10,0,0,55
1076,129,CHI,0,0,0,0,0,0,0,0,,2,4,0,3,1,1,3,0,3,0,0,55
1077,124,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,77,0,25,0,0,55
1078,123,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,56,0,37,0,0,55
1079,136,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,16,0,11,0,0,55
1080,125,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,8,0,0,55
1081,133,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,11,0,6,0,0,55
1082,773,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,55
1083,380,KAN,24,42,315,0,0,0,0,33,81.0,6,54,0,25,0,0,0,0,0,0,0,56
1084,79,KAN,0,0,0,0,0,0,0,0,,11,56,1,39,4,2,33,0,23,0,0,56
1085,375,KAN,0,0,0,0,0,0,0,0,,8,13,2,8,4,3,43,0,30,1,1,56
1086,386,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,85,0,18,0,0,56
1087,372,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,54,0,30,1,1,56
1088,371,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,43,0,24,0,0,56
1089,366,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,9,4,35,0,15,0,0,56
1090,376,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,56
1091,377,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,9,0,7,1,1,56
1092,253,DET,21,34,291,3,0,4,30,34,118.6,2,18,0,11,0,0,0,0,0,1,1,56
1093,259,DET,0,0,0,0,0,0,0,0,,26,125,0,14,3,2,32,0,22,1,1,56
1094,662,DET,0,0,0,0,0,0,0,0,,4,30,0,26,2,1,11,0,11,0,0,56
1095,789,DET,0,0,0,0,0,0,0,0,,3,13,0,6,1,1,1,0,1,0,0,56
1096,260,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,77,0,33,0,0,56
1097,261,DET,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,67,2,33,0,0,56
1098,119,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,47,0,34,0,0,56
1099,245,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,27,1,13,0,0,56
1100,793,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,25,0,12,0,0,56
1101,255,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,56
1102,254,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,56
1103,186,DAL,22,33,223,0,1,1,11,35,73.2,1,7,0,7,0,0,0,0,0,0,0,57
1104,202,DAL,0,0,0,0,0,0,0,0,,18,35,1,6,7,6,30,0,9,1,1,57
1105,201,DAL,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,5,0,5,0,0,57
1106,192,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,50,0,16,1,1,57
1107,206,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,49,0,35,0,0,57
1108,190,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,48,0,14,0,0,57
1109,197,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,41,0,32,0,0,57
1110,212,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,57
1111,521,NOR,23,30,193,0,1,5,44,20,78.9,3,8,0,5,0,0,0,0,0,0,0,57
1112,522,NOR,0,0,0,0,0,0,0,0,,17,69,0,13,3,3,20,0,8,0,0,57
1113,515,NOR,0,0,0,0,0,0,0,0,,2,16,0,18,0,0,0,0,0,0,0,57
1114,509,NOR,0,0,0,0,0,0,0,0,,4,14,0,5,1,1,6,0,6,0,0,57
1115,794,NOR,0,0,0,0,0,0,0,0,,1,10,0,10,0,0,0,0,0,0,0,57
1116,506,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,9,9,95,0,20,0,0,57
1117,517,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,20,0,0,57
1118,528,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,21,0,9,0,0,57
1119,510,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,19,0,8,0,0,57
1120,514,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,57
1121,799,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,57
1122,730,TEN,18,27,227,3,0,0,0,55,129.7,3,22,0,11,0,0,0,0,0,1,0,58
1123,741,TEN,0,0,0,0,0,0,0,0,,27,100,0,16,1,1,8,0,8,1,0,58
1124,743,TEN,0,0,0,0,0,0,0,0,,4,16,0,7,5,4,4,0,11,0,0,58
1125,732,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,94,2,55,0,0,58
1126,742,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,91,1,23,0,0,58
1127,726,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,15,0,9,0,0,58
1128,728,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,58
1129,745,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,58
1130,736,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,1,0,58
1131,30,ATL,35,53,397,0,0,5,33,28,88.3,2,18,0,12,0,0,0,0,0,1,1,58
1132,37,ATL,0,0,0,0,0,0,0,0,,12,28,0,8,9,8,72,0,22,0,0,58
1133,35,ATL,0,0,0,0,0,0,0,0,,2,11,1,10,4,2,20,0,11,0,0,58
1134,44,ATL,0,0,0,0,0,0,0,0,,1,1,0,1,7,4,52,0,20,0,0,58
1135,25,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,130,0,28,0,0,58
1136,23,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,91,0,28,0,0,58
1137,41,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,32,0,21,0,0,58
1138,42,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,58
1139,349,JAX,19,33,213,2,0,5,27,32,97.2,1,2,0,2,0,0,0,0,0,1,0,59
1140,364,JAX,0,0,0,0,0,0,0,0,,29,225,0,81,3,2,20,0,19,0,0,59
1141,357,JAX,0,0,0,0,0,0,0,0,,8,42,0,16,1,1,7,1,7,0,0,59
1142,351,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,66,0,32,0,0,59
1143,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,44,0,24,0,0,59
1144,353,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,0,19,0,0,59
1145,350,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,18,1,18,0,0,59
1146,344,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,17,0,17,0,0,59
1147,360,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,17,0,9,0,0,59
1148,343,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,59
1149,226,DEN,22,38,303,3,1,0,0,39,98.9,1,-1,0,-1,0,0,0,0,0,0,0,59
1150,234,DEN,0,0,0,0,0,0,0,0,,9,53,0,28,1,1,7,0,7,0,0,59
1151,216,DEN,0,0,0,0,0,0,0,0,,6,16,0,5,6,4,34,0,15,0,0,59
1152,230,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,104,0,39,0,0,59
1153,227,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,62,2,27,0,0,59
1154,214,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,57,0,28,0,0,59
1155,225,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,31,1,25,0,0,59
1156,646,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,59
1157,720,TAM,28,41,385,4,1,2,9,67,120.5,1,-1,0,-1,0,0,0,0,0,0,0,60
1158,725,TAM,0,0,0,0,0,0,0,0,,19,70,1,24,1,1,12,0,12,0,0,60
1159,711,TAM,0,0,0,0,0,0,0,0,,9,19,1,7,1,0,0,0,0,0,0,60
1160,719,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,14,12,172,2,30,0,0,60
1161,714,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,89,1,67,0,0,60
1162,718,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,36,1,13,0,0,60
1163,710,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,33,0,14,0,0,60
1164,724,TAM,0,0,0,0,0,0,0,0,,1,0,0,0,4,3,16,0,7,0,0,60
1165,786,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,14,0,14,0,0,60
1166,721,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,60
1167,707,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,60
1168,723,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,60
1169,427,LAR,45,68,517,2,3,2,27,37,80.3,0,0,0,0,0,0,0,0,0,1,1,60
1170,419,LAR,0,0,0,0,0,0,0,0,,5,16,2,13,11,7,54,0,12,0,0,60
1171,423,LAR,0,0,0,0,0,0,0,0,,5,14,0,6,1,0,0,0,0,0,0,60
1172,431,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,15,13,164,0,37,0,0,60
1173,416,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,71,0,23,0,0,60
1174,432,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,44,1,15,0,0,60
1175,417,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,41,0,13,0,0,60
1176,420,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,22,0,22,0,0,60
1177,424,LAR,0,0,0,0,0,0,0,0,,1,-2,0,-2,15,9,121,1,29,0,0,60
1178,658,SEA,22,28,240,1,0,4,15,32,114.3,2,7,0,5,0,0,0,0,0,2,0,61
1179,680,SEA,0,0,0,0,0,0,0,0,,22,104,0,12,4,4,41,0,17,0,0,61
1180,679,SEA,0,0,0,0,0,0,0,0,,3,4,1,9,0,0,0,0,0,0,0,61
1181,667,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,57,1,17,1,0,61
1182,663,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,51,0,28,0,0,61
1183,657,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,50,0,32,0,0,61
1184,604,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,17,0,0,61
1185,669,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,61
1186,668,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,6,0,6,0,0,61
1187,6,ARI,22,32,241,0,1,4,35,31,77.7,4,27,1,15,0,0,0,0,0,0,0,61
1188,22,ARI,0,0,0,0,0,0,0,0,,11,40,0,14,11,8,99,0,31,0,0,61
1189,20,ARI,0,0,0,0,0,0,0,0,,6,37,0,10,0,0,0,0,0,0,0,61
1190,5,ARI,0,0,0,0,0,0,0,0,,1,6,0,6,5,4,37,0,18,0,0,61
1191,7,ARI,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,61
1192,2,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,47,0,15,0,0,61
1193,3,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,0,21,0,0,61
1194,16,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,11,0,0,61
1195,18,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,15,0,15,0,0,61
1196,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,61
1197,154,CIN,21,37,171,0,1,8,69,23,57.4,3,8,0,4,0,0,0,0,0,2,1,62
1198,146,CIN,0,0,0,0,0,0,0,0,,15,62,0,15,5,4,1,0,3,0,0,62
1199,161,CIN,0,0,0,0,0,0,0,0,,1,3,0,3,6,4,16,0,11,0,0,62
1200,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,50,0,23,0,0,62
1201,162,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,36,0,14,0,0,62
1202,163,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,33,0,15,0,0,62
1203,158,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,27,0,14,0,0,62
1204,788,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,62
1205,140,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,62
1206,642,PIT,24,28,229,2,0,0,0,43,124.6,3,-3,0,-1,0,0,0,0,0,0,0,62
1207,635,PIT,3,3,31,0,0,0,0,21,109.7,10,26,1,13,8,8,57,0,14,0,0,62
1208,653,PIT,0,0,0,0,0,0,0,0,,10,42,0,21,8,8,83,1,21,0,0,62
1209,791,PIT,0,0,0,0,0,0,0,0,,2,1,0,1,1,0,0,0,0,0,0,62
1210,648,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,77,1,43,1,1,62
1211,664,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,28,0,17,0,0,62
1212,633,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,15,0,9,0,0,62
1213,639,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,62
1214,427,LAR,29,49,395,1,1,0,0,32,83.3,1,1,0,1,0,0,0,0,0,0,0,63
1215,419,LAR,0,0,0,0,0,0,0,0,,15,51,2,12,5,3,6,0,3,1,1,63
1216,416,LAR,0,0,0,0,0,0,0,0,,1,27,0,27,3,1,29,0,29,0,0,63
1217,423,LAR,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0,63
1218,432,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,136,0,32,0,0,63
1219,424,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,17,9,117,1,26,0,0,63
1220,431,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,48,0,17,0,0,63
1221,417,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,47,0,20,0,0,63
1222,420,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,63
1223,658,SEA,17,23,268,4,0,1,6,40,151.8,8,32,0,12,0,0,0,0,0,0,0,63
1224,680,SEA,0,0,0,0,0,0,0,0,,27,118,0,14,2,1,5,1,5,0,0,63
1225,671,SEA,0,0,0,0,0,0,0,0,,6,18,0,8,2,2,31,0,30,0,0,63
1226,667,SEA,0,0,0,0,0,0,0,0,,1,7,0,7,4,4,81,0,38,0,0,63
1227,668,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,44,1,40,0,0,63
1228,657,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,36,0,21,1,1,63
1229,669,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,1,10,0,0,63
1230,604,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,63
1231,663,SEA,0,0,0,0,0,0,0,0,,1,-8,0,-8,4,4,51,1,17,0,0,63
1232,485,NWE,28,42,348,3,1,4,36,31,106.1,0,0,0,0,0,0,0,0,0,0,0,64
1233,500,NWE,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,64
1234,486,NWE,0,0,0,0,0,0,0,0,,16,91,1,25,3,3,32,0,15,0,0,64
1235,481,NWE,0,0,0,0,0,0,0,0,,6,26,0,7,9,6,46,0,21,0,0,64
1236,502,NWE,0,0,0,0,0,0,0,0,,5,13,0,5,1,1,29,1,29,0,0,64
1237,498,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,110,1,31,0,0,64
1238,505,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,59,0,24,0,0,64
1239,484,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,39,1,29,0,0,64
1240,488,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,22,0,22,0,0,64
1241,782,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,64
1242,800,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,64
1243,772,WAS,18,27,122,0,1,6,44,22,61.0,2,14,0,9,0,0,0,0,0,2,0,64
1244,790,WAS,0,0,0,0,0,0,0,0,,1,65,1,65,3,2,1,0,5,0,0,64
1245,626,WAS,0,0,0,0,0,0,0,0,,6,27,0,12,0,0,0,0,0,0,0,64
1246,751,WAS,0,0,0,0,0,0,0,0,,4,21,0,12,7,5,17,0,6,0,0,64
1247,769,WAS,0,0,0,0,0,0,0,0,,7,18,0,7,0,0,0,0,0,0,0,64
1248,758,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,51,0,22,0,0,64
1249,761,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,18,0,7,1,1,64
1250,755,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,17,0,11,0,0,64
1251,762,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,8,0,0,64
1252,766,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,64
1253,458,MIN,22,27,306,2,0,3,27,44,138.6,3,3,0,4,0,0,0,0,0,1,0,65
1254,473,MIN,0,0,0,0,0,0,0,0,,21,132,0,41,6,6,86,0,24,2,1,65
1255,477,MIN,0,0,0,0,0,0,0,0,,7,52,0,19,0,0,0,0,0,0,0,65
1256,471,MIN,0,0,0,0,0,0,0,0,,3,24,0,15,0,0,0,0,0,0,0,65
1257,465,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,130,2,44,0,0,65
1258,472,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,44,0,20,0,0,65
1259,479,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,43,0,23,0,0,65
1260,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,65
1261,462,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-1,0,-1,0,0,65
1262,542,NYG,21,38,182,1,1,4,35,35,65.9,3,12,0,8,0,0,0,0,0,0,0,65
1263,796,NYG,0,0,0,0,0,0,0,0,,9,20,0,6,2,1,4,0,4,0,0,65
1264,541,NYG,0,0,0,0,0,0,0,0,,3,15,0,6,1,1,9,0,9,0,0,65
1265,551,NYG,0,0,0,0,0,0,0,0,,2,14,0,11,0,0,0,0,0,0,0,65
1266,553,NYG,0,0,0,0,0,0,0,0,,2,5,0,5,11,6,42,0,14,0,0,65
1267,548,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,62,1,35,0,0,65
1268,546,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,13,0,5,0,0,65
1269,544,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,65
1270,536,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,65
1271,540,NYG,0,0,0,0,0,0,0,0,,1,-2,0,-2,9,5,49,0,18,0,0,65
1272,287,GNB,22,34,238,0,0,2,23,23,85.2,4,-1,0,3,0,0,0,0,0,0,0,66
1273,279,GNB,0,0,0,0,0,0,0,0,,19,107,4,18,8,7,75,0,22,0,0,66
1274,276,GNB,0,0,0,0,0,0,0,0,,6,14,0,7,4,4,18,0,8,0,0,66
1275,267,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,41,0,23,0,0,66
1276,285,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,28,0,22,0,0,66
1277,288,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0,66
1278,271,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,18,0,18,0,0,66
1279,270,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,15,0,0,66
1280,284,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,66
1281,272,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,66
1282,186,DAL,27,44,463,2,3,3,22,53,83.8,4,27,0,14,0,0,0,0,0,0,0,66
1283,202,DAL,0,0,0,0,0,0,0,0,,12,62,1,14,3,2,29,0,27,0,0,66
1284,196,DAL,0,0,0,0,0,0,0,0,,4,19,0,7,0,0,0,0,0,0,0,66
1285,201,DAL,0,0,0,0,0,0,0,0,,1,14,0,14,1,1,13,0,13,1,0,66
1286,190,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,14,11,226,1,53,0,0,66
1287,210,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,14,7,113,1,40,0,0,66
1288,197,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,53,0,25,0,0,66
1289,192,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,13,0,0,66
1290,559,NYJ,15,26,120,0,2,9,52,16,37.3,0,0,0,0,0,0,0,0,0,2,1,67
1291,238,NYJ,0,0,0,0,0,1,7,0,,0,0,0,0,0,0,0,0,0,0,0,67
1292,568,NYJ,0,0,0,0,0,0,0,0,,15,43,0,13,9,7,45,0,14,0,0,67
1293,297,NYJ,0,0,0,0,0,0,0,0,,1,19,1,19,0,0,0,0,0,0,0,67
1294,580,NYJ,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,67
1295,783,NYJ,0,0,0,0,0,0,0,0,,2,1,0,4,0,0,0,0,0,0,0,67
1296,499,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,9,4,47,0,16,0,0,67
1297,573,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,16,0,16,0,0,67
1298,574,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,5,0,0,67
1299,709,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,67
1300,610,PHI,17,29,189,1,0,1,8,36,89.6,2,5,0,5,0,0,0,0,0,0,0,67
1301,625,PHI,0,0,0,0,0,0,0,0,,13,62,1,15,0,0,0,0,0,0,0,67
1302,622,PHI,0,0,0,0,0,0,0,0,,9,15,0,8,5,4,49,0,36,0,0,67
1303,630,PHI,0,0,0,0,0,0,0,0,,3,4,0,5,1,0,0,0,0,0,0,67
1304,611,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,57,1,21,0,0,67
1305,609,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,52,0,13,0,0,67
1306,631,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,20,0,20,1,0,67
1307,606,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,11,0,11,0,0,67
1308,617,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,67
1309,624,PHI,0,0,0,0,0,0,0,0,,2,-2,0,-1,0,0,0,0,0,0,0,67
1310,60,BAL,19,28,161,1,3,5,22,24,54.9,14,70,0,9,0,0,0,0,0,1,0,68
1311,48,BAL,0,0,0,0,0,0,0,0,,19,44,1,14,2,2,5,0,4,0,0,68
1312,50,BAL,0,0,0,0,0,0,0,0,,5,17,0,7,1,1,6,0,6,0,0,68
1313,57,BAL,0,0,0,0,0,0,0,0,,2,7,0,4,0,0,0,0,0,0,0,68
1314,55,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,51,0,23,0,0,68
1315,53,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,45,0,24,0,0,68
1316,58,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,32,0,13,0,0,68
1317,62,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,22,1,11,0,0,68
1318,63,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,68
1319,51,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,68
1320,642,PIT,13,20,131,1,0,1,11,35,100.2,0,0,0,0,0,0,0,0,0,0,0,68
1321,801,PIT,7,9,68,0,0,0,0,18,98.1,2,20,0,21,0,0,0,0,0,0,0,68
1322,635,PIT,1,2,4,0,1,0,0,4,16.7,3,2,0,6,4,3,11,0,9,0,0,68
1323,653,PIT,0,0,0,0,0,0,0,0,,14,55,1,12,0,0,0,0,0,0,0,68
1324,633,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,75,1,35,1,1,68
1325,639,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,52,0,26,0,0,68
1326,650,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,34,0,14,0,0,68
1327,648,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,27,0,13,1,0,68
1328,651,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,4,0,4,0,0,68
1329,664,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,68
1330,6,ARI,20,32,253,0,0,1,5,28,87.1,10,93,1,24,0,0,0,0,0,0,0,69
1331,22,ARI,0,0,0,0,0,0,0,0,,17,91,0,17,5,3,65,0,24,0,0,69
1332,20,ARI,0,0,0,0,0,0,0,0,,8,68,1,37,4,3,18,0,8,0,0,69
1333,7,ARI,0,0,0,0,0,0,0,0,,2,11,0,6,0,0,0,0,0,0,0,69
1334,16,ARI,0,0,0,0,0,0,0,0,,1,3,0,3,7,3,22,0,9,0,0,69
1335,2,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,58,0,17,0,0,69
1336,11,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,33,0,28,0,0,69
1337,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,27,0,27,0,0,69
