,Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds,Lng,Rate,Att,Yds,TD,Lng,Tgt,Rec,Yds,TD,Lng,Fmb,FL,gameid
3692,409,LAC,0,0,0,0,0,0,0,0,,20,99,0,19,3,2,11,0,6,0,0,189
3693,393,LAC,0,0,0,0,0,0,0,0,,9,16,0,8,5,4,51,1,30,0,0,189
3694,396,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,117,0,52,0,0,189
3695,407,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,68,1,36,0,0,189
3696,400,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,5,0,0,189
3697,398,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,189
3698,787,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,189
3699,220,DEN,18,28,134,2,1,0,0,33,84.5,3,15,0,8,0,0,0,0,0,0,0,189
3700,234,DEN,0,0,0,0,0,0,0,0,,17,58,0,15,3,3,4,0,9,0,0,189
3701,216,DEN,0,0,0,0,0,0,0,0,,5,11,0,5,4,4,13,0,6,0,0,189
3702,227,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,74,2,33,0,0,189
3703,222,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,15,0,7,0,0,189
3704,214,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,12,0,7,0,0,189
3705,795,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,189
3706,225,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,189
3707,224,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,189
3708,427,LAR,32,43,424,2,0,1,10,48,120.7,0,0,0,0,0,0,0,0,0,0,0,190
3709,429,LAR,1,2,3,0,0,0,0,3,56.2,1,-10,0,-10,0,0,0,0,0,0,0,190
3710,419,LAR,0,0,0,0,0,0,0,0,,19,95,1,11,1,1,20,0,20,0,0,190
3711,423,LAR,0,0,0,0,0,0,0,0,,6,30,0,12,1,0,0,0,0,0,0,190
3712,425,LAR,0,0,0,0,0,0,0,0,,4,17,0,13,0,0,0,0,0,0,0,190
3713,431,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,18,13,172,0,48,0,0,190
3714,417,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,107,1,26,0,0,190
3715,424,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,65,1,27,0,0,190
3716,420,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,39,0,20,0,0,190
3717,416,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,28,0,0,190
3718,426,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,190
3719,6,ARI,19,34,163,0,1,6,39,23,56.4,4,28,1,15,0,0,0,0,0,0,0,190
3720,440,ARI,0,0,0,0,0,0,0,0,,13,31,0,9,5,2,20,0,15,0,0,190
3721,22,ARI,0,0,0,0,0,0,0,0,,4,15,0,9,2,2,9,0,5,0,0,190
3722,2,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,56,0,18,0,0,190
3723,10,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,29,0,23,0,0,190
3724,11,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,26,0,9,0,0,190
3725,5,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,23,0,10,0,0,190
3726,21,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,190
3727,7,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,190
3728,458,MIN,22,38,276,2,1,0,0,58,87.2,0,0,0,0,0,0,0,0,0,0,0,191
3729,473,MIN,0,0,0,0,0,0,0,0,,9,29,1,9,4,3,35,0,15,2,1,191
3730,472,MIN,0,0,0,0,0,0,0,0,,1,27,0,27,9,4,25,0,10,0,0,191
3731,477,MIN,0,0,0,0,0,0,0,0,,4,22,0,15,5,4,51,0,17,0,0,191
3732,470,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,58,1,58,0,0,191
3733,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,50,1,19,0,0,191
3734,462,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,42,0,36,1,1,191
3735,461,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,5,0,0,191
3736,475,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,6,0,6,0,0,191
3737,479,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,1,0,1,0,0,191
3738,658,SEA,21,31,240,2,1,2,14,60,98.9,4,13,0,7,0,0,0,0,0,0,0,191
3739,680,SEA,0,0,0,0,0,0,0,0,,23,102,1,25,2,1,7,0,7,0,0,191
3740,671,SEA,0,0,0,0,0,0,0,0,,15,74,1,13,5,4,33,1,13,0,0,191
3741,665,SEA,0,0,0,0,0,0,0,0,,1,29,0,29,0,0,0,0,0,0,0,191
3742,668,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,75,0,20,1,1,191
3743,669,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,65,1,60,0,0,191
3744,676,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,44,0,16,0,0,191
3745,505,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,191
3746,657,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,191
3747,663,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,191
3748,186,DAL,27,49,334,1,0,2,8,35,83.2,3,1,0,1,0,0,0,0,0,0,0,192
3749,202,DAL,0,0,0,0,0,0,0,0,,19,81,2,31,5,2,12,0,9,0,0,192
3750,210,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,109,0,24,0,0,192
3751,190,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,83,1,27,0,0,192
3752,206,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,50,0,12,0,0,192
3753,197,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,43,0,35,0,0,192
3754,192,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,37,0,14,0,0,192
3755,203,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,192
3756,208,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,192
3757,201,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,192
3758,132,CHI,23,31,244,3,1,2,13,33,115.5,10,63,1,23,0,0,0,0,0,0,0,192
3759,120,CHI,0,0,0,0,0,0,0,0,,20,86,0,20,1,0,0,0,0,1,1,192
3760,138,CHI,0,0,0,0,0,0,0,0,,3,7,0,6,6,6,24,0,6,2,0,192
3761,773,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,56,0,30,0,0,192
3762,124,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,48,2,22,0,0,192
3763,133,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,42,1,21,0,0,192
3764,837,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,36,0,14,0,0,192
3765,121,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,192
3766,123,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,192
3767,129,CHI,0,0,0,0,0,0,0,0,,1,-5,0,-5,1,1,33,0,33,0,0,192
3768,60,BAL,16,25,145,3,1,1,6,61,102.5,11,40,0,16,0,0,0,0,0,0,0,193
3769,48,BAL,0,0,0,0,0,0,0,0,,15,50,0,9,3,3,29,0,15,0,0,193
3770,50,BAL,0,0,0,0,0,0,0,0,,4,20,0,7,0,0,0,0,0,0,0,193
3771,57,BAL,0,0,0,0,0,0,0,0,,3,8,0,9,0,0,0,0,0,0,0,193
3772,58,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,73,1,61,0,0,193
3773,53,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,14,0,14,0,0,193
3774,55,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,13,1,7,0,0,193
3775,63,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,1,7,0,0,193
3776,51,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,8,0,8,0,0,193
3777,62,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,-2,0,5,0,0,193
3778,84,BUF,17,39,146,1,0,6,41,37,62.6,2,9,0,7,0,0,0,0,0,2,1,193
3779,68,BUF,0,0,0,0,0,0,0,0,,17,89,0,38,8,6,29,0,13,0,0,193
3780,74,BUF,0,0,0,0,0,0,0,0,,4,6,0,6,0,0,0,0,0,0,0,193
3781,82,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,37,0,37,0,0,193
3782,85,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,29,1,14,0,0,193
3783,69,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,26,0,18,0,0,193
3784,72,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,25,0,24,0,0,193
3785,76,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,193
3786,70,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,193
3787,380,KAN,26,40,283,1,1,1,12,48,83.6,6,6,0,5,0,0,0,0,0,0,0,194
3788,79,KAN,0,0,0,0,0,0,0,0,,11,39,0,13,3,1,4,0,4,0,0,194
3789,322,KAN,0,0,0,0,0,0,0,0,,5,11,0,6,2,1,-9,0,-9,1,0,194
3790,379,KAN,0,0,0,0,0,0,0,0,,2,8,0,5,8,6,62,0,21,0,0,194
3791,382,KAN,0,0,0,0,0,0,0,0,,4,7,0,4,5,4,36,0,19,0,0,194
3792,386,KAN,0,0,0,0,0,0,0,0,,1,4,1,4,9,7,66,0,20,1,1,194
3793,372,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,50,0,23,0,0,194
3794,377,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,48,1,48,0,0,194
3795,376,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0,194
3796,366,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,194
3797,485,NWE,19,36,169,1,1,3,20,37,63.3,2,20,0,17,0,0,0,0,0,0,0,194
3798,481,NWE,1,1,35,0,0,0,0,35,118.7,6,33,0,19,7,5,27,0,17,0,0,194
3799,504,NWE,0,0,0,0,0,0,0,0,,7,15,0,5,1,0,0,0,0,0,0,194
3800,502,NWE,0,0,0,0,0,0,0,0,,1,10,1,10,0,0,0,0,0,0,0,194
3801,498,NWE,0,0,0,0,0,0,0,0,,1,8,0,8,12,8,95,1,37,0,0,194
3802,486,NWE,0,0,0,0,0,0,0,0,,5,8,0,3,1,1,1,0,1,0,0,194
3803,782,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,35,0,35,0,0,194
3804,488,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,14,0,8,0,0,194
3805,23,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,194
3806,487,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,194
3807,492,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0,194
3808,491,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,194
3809,445,MIA,21,37,245,0,1,2,5,25,65.7,7,65,0,20,0,0,0,0,0,2,0,195
3810,826,MIA,0,0,0,0,0,0,0,0,,15,48,0,16,5,4,38,0,21,0,0,195
3811,452,MIA,0,0,0,0,0,0,0,0,,4,5,0,6,2,1,6,0,6,0,0,195
3812,453,MIA,0,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,0,0,0,195
3813,441,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,92,0,25,0,0,195
3814,451,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,68,0,17,0,0,195
3815,457,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,28,0,21,0,0,195
3816,443,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,6,0,6,0,0,195
3817,454,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,195
3818,449,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,195
3819,617,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,195
3820,579,NYJ,20,36,270,2,1,1,8,39,86.6,3,3,0,4,0,0,0,0,0,1,0,195
3821,580,NYJ,0,0,0,0,0,0,0,0,,19,74,0,11,3,2,14,0,9,0,0,195
3822,783,NYJ,0,0,0,0,0,0,0,0,,9,31,0,9,3,3,30,0,17,0,0,195
3823,573,NYJ,0,0,0,0,0,0,0,0,,1,4,0,4,11,7,117,1,39,1,0,195
3824,297,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,37,0,37,0,0,195
3825,574,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,29,0,17,0,0,195
3826,499,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,28,1,14,0,0,195
3827,709,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,195
3828,561,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,195
3829,489,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,195
3830,154,CIN,22,38,262,0,1,2,16,24,68.1,3,11,0,6,0,0,0,0,0,0,0,196
3831,143,CIN,1,1,26,0,0,0,0,26,118.7,0,0,0,0,7,5,45,0,12,1,0,196
3832,146,CIN,0,0,0,0,0,0,0,0,,23,146,1,26,4,3,40,0,24,0,0,196
3833,161,CIN,0,0,0,0,0,0,0,0,,4,15,0,13,3,2,31,0,26,0,0,196
3834,163,CIN,0,0,0,0,0,0,0,0,,1,7,0,7,6,5,75,0,21,0,0,196
3835,158,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,49,0,17,0,0,196
3836,162,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,28,0,24,0,0,196
3837,153,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,16,0,16,0,0,196
3838,140,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,196
3839,802,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,196
3840,170,CLE,11,24,192,0,2,1,5,34,38.9,2,13,1,7,0,0,0,0,0,0,0,196
3841,174,CLE,0,0,0,0,0,0,0,0,,15,106,0,57,1,1,11,0,11,0,0,196
3842,168,CLE,0,0,0,0,0,0,0,0,,9,28,1,7,2,2,40,0,29,0,0,196
3843,176,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,76,0,34,0,0,196
3844,175,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,39,0,21,0,0,196
3845,13,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,0,22,0,0,196
3846,177,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,4,0,4,0,0,196
3847,430,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,196
3848,180,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,196
3849,824,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,196
3850,185,CLE,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0,196
3851,220,DEN,22,27,309,3,1,1,8,48,136.0,3,15,0,11,0,0,0,0,0,0,0,197
3852,234,DEN,0,0,0,0,0,0,0,0,,16,51,1,8,2,2,4,0,5,0,0,197
3853,216,DEN,0,0,0,0,0,0,0,0,,8,24,0,11,2,2,8,1,5,0,0,197
3854,225,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,113,1,48,0,0,197
3855,224,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,50,0,37,0,0,197
3856,214,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,36,0,27,0,0,197
3857,227,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,34,0,11,0,0,197
3858,795,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,29,0,29,0,0,197
3859,221,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,25,0,0,197
3860,222,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,1,8,0,0,197
3861,233,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,197
3862,291,HOU,28,50,292,1,2,3,12,43,63.1,6,44,2,16,0,0,0,0,0,0,0,197
3863,369,HOU,0,0,0,0,0,0,0,0,,14,73,0,13,3,2,5,0,3,0,0,197
3864,309,HOU,0,0,0,0,0,0,0,0,,1,12,0,12,13,7,120,1,43,0,0,197
3865,295,HOU,0,0,0,0,0,0,0,0,,1,5,0,5,8,6,40,0,11,0,0,197
3866,300,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,68,0,22,1,1,197
3867,294,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,9,4,49,0,15,0,0,197
3868,456,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,5,0,0,197
3869,305,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,2,0,2,0,0,197
3870,397,LAC,16,22,314,3,0,1,10,84,154.4,1,0,0,0,0,0,0,0,0,1,0,198
3871,401,LAC,3,5,26,1,0,0,0,14,113.3,4,10,0,9,0,0,0,0,0,0,0,198
3872,393,LAC,0,0,0,0,0,0,0,0,,8,101,0,35,5,4,112,1,84,0,0,198
3873,409,LAC,0,0,0,0,0,0,0,0,,12,55,1,17,5,5,29,0,19,0,0,198
3874,415,LAC,0,0,0,0,0,0,0,0,,3,25,0,14,0,0,0,0,0,0,0,198
3875,411,LAC,0,0,0,0,0,0,0,0,,2,4,1,3,0,0,0,0,0,0,0,198
3876,407,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,83,0,45,0,0,198
3877,396,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,63,1,44,0,0,198
3878,400,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,39,1,30,0,0,198
3879,787,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,1,14,0,0,198
3880,847,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,198
3881,349,JAX,24,37,162,1,0,2,7,22,83.4,6,31,0,8,0,0,0,0,0,0,0,198
3882,822,JAX,1,1,9,0,0,0,0,9,104.2,0,0,0,0,0,0,0,0,0,0,0,198
3883,364,JAX,0,0,0,0,0,0,0,0,,15,50,0,11,6,3,13,0,12,0,0,198
3884,357,JAX,0,0,0,0,0,0,0,0,,2,7,0,4,2,0,0,0,0,0,0,198
3885,362,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,75,0,22,0,0,198
3886,435,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,30,1,12,0,0,198
3887,351,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,25,0,7,0,0,198
3888,353,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,12,0,12,0,0,198
3889,846,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,198
3890,344,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0,198
3891,768,WAS,16,27,170,1,1,4,29,30,74.6,1,-1,0,-1,0,0,0,0,0,0,0,199
3892,769,WAS,0,0,0,0,0,0,0,0,,20,76,1,13,0,0,0,0,0,1,0,199
3893,776,WAS,0,0,0,0,0,0,0,0,,5,42,0,23,0,0,0,0,0,0,0,199
3894,626,WAS,0,0,0,0,0,0,0,0,,2,4,0,4,0,0,0,0,0,0,0,199
3895,758,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,57,1,21,0,0,199
3896,751,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,43,0,14,1,0,199
3897,790,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,40,0,13,0,0,199
3898,766,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,30,0,30,0,0,199
3899,287,GNB,18,28,195,1,0,4,28,25,96.6,5,16,0,13,0,0,0,0,0,1,1,199
3900,279,GNB,0,0,0,0,0,0,0,0,,16,134,1,42,7,6,58,0,25,0,0,199
3901,283,GNB,0,0,0,0,0,0,0,0,,7,24,0,7,1,0,0,0,0,0,0,199
3902,267,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,49,0,25,0,0,199
3903,278,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,41,0,15,0,0,199
3904,286,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,17,0,0,199
3905,288,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,1,12,0,0,199
3906,285,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,199
3907,270,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,199
3908,289,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,199
3909,284,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,199
3910,840,DET,24,40,205,1,2,5,44,23,60.9,0,0,0,0,0,0,0,0,0,0,0,200
3911,678,DET,0,0,0,0,0,0,0,0,,19,65,0,7,3,1,5,0,5,0,0,200
3912,789,DET,0,0,0,0,0,0,0,0,,2,3,0,5,1,1,7,0,7,0,0,200
3913,662,DET,0,0,0,0,0,0,0,0,,1,2,0,2,4,4,16,0,5,0,0,200
3914,261,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,58,1,18,0,0,200
3915,260,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,38,0,18,0,0,200
3916,251,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,34,0,10,0,0,200
3917,254,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,23,0,23,0,0,200
3918,793,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,21,0,11,0,0,200
3919,243,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,200
3920,458,MIN,24,30,242,1,0,1,8,44,111.4,1,-1,0,-1,0,0,0,0,0,0,0,200
3921,473,MIN,0,0,0,0,0,0,0,0,,18,62,1,9,2,2,13,0,10,0,0,200
3922,477,MIN,0,0,0,0,0,0,0,0,,14,46,0,9,2,2,18,0,9,0,0,200
3923,476,MIN,0,0,0,0,0,0,0,0,,5,13,0,4,0,0,0,0,0,0,0,200
3924,472,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,92,0,44,0,0,200
3925,470,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,42,0,36,0,0,200
3926,462,MIN,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,25,0,25,0,0,200
3927,475,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,13,0,0,200
3928,461,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,13,0,11,0,0,200
3929,459,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,0,8,0,0,200
3930,479,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,1,9,0,0,200
3931,471,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,200
3932,848,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,200
3933,849,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-4,0,-4,0,0,200
3934,689,SFO,26,35,349,4,1,3,30,75,131.7,2,1,0,2,0,0,0,0,0,0,0,201
3935,230,SFO,1,1,35,1,0,0,0,35,158.3,0,0,0,0,9,7,157,1,75,0,0,201
3936,686,SFO,0,0,0,0,0,0,0,0,,10,69,1,19,2,2,40,1,35,0,0,201
3937,684,SFO,0,0,0,0,0,0,0,0,,6,54,0,28,1,1,4,0,4,0,0,201
3938,687,SFO,0,0,0,0,0,0,0,0,,2,33,0,31,8,5,76,0,25,0,0,201
3939,692,SFO,0,0,0,0,0,0,0,0,,3,6,0,6,0,0,0,0,0,0,0,201
3940,682,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,67,1,39,0,0,201
3941,701,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,22,0,15,0,0,201
3942,683,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,18,2,6,0,0,201
3943,693,SFO,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0,201
3944,527,NOR,29,40,349,5,0,0,0,49,138.4,1,1,1,1,0,0,0,0,0,0,0,201
3945,515,NOR,0,1,0,0,0,0,0,0,39.6,5,13,0,7,1,1,12,0,12,0,0,201
3946,509,NOR,0,0,0,0,0,0,0,0,,7,69,0,18,3,2,25,0,30,0,0,201
3947,522,NOR,0,0,0,0,0,0,0,0,,13,25,0,17,6,4,18,0,9,1,1,201
3948,794,NOR,0,0,0,0,0,0,0,0,,1,8,0,8,1,1,13,0,13,0,0,201
3949,506,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,134,1,49,1,0,201
3950,528,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,64,2,38,0,0,201
3951,510,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,50,0,25,0,0,201
3952,531,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,29,1,18,0,0,201
3953,517,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,4,1,3,0,0,201
3954,327,IND,19,36,251,2,0,1,8,50,93.6,4,26,0,9,0,0,0,0,0,0,0,202
3955,331,IND,0,0,0,0,0,0,0,0,,13,38,1,13,0,0,0,0,0,0,0,202
3956,321,IND,0,0,0,0,0,0,0,0,,4,1,0,5,5,4,24,0,8,1,1,202
3957,339,IND,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,202
3958,338,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,105,1,50,0,0,202
3959,340,IND,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,74,1,37,0,0,202
3960,320,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,27,0,18,0,0,202
3961,328,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,12,0,9,0,0,202
3962,332,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202
3963,323,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,202
3964,15,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202
3965,720,TAM,33,45,456,4,3,1,7,61,107.3,6,5,1,5,0,0,0,0,0,0,0,202
3966,709,TAM,2,4,18,0,0,0,0,13,62.5,0,0,0,0,0,0,0,0,0,0,0,202
3967,725,TAM,0,0,0,0,0,0,0,0,,11,36,0,10,5,4,23,0,9,0,0,202
